Account,Report_Time,Resource_Type,Resource,Current_State,Monitor_DisplayName,Title,Message,Icm_OwningTeamId,Forest,WorkloadName,TeamName,Troubleshooting_Text,Additional_Info,Problem,Incident_ID
,,,,,,,,,,,,Troubleshooting:,https://o365exchange.visualstudio.com/DefaultCollection/_workitems/edit/5951579,,657228571
,,,,,,,Scott Beier,,,,,Troubleshooting: Troubleshooting:,https://o365exchange.visualstudio.com/DefaultCollection/_workitems/edit/5958803 | https://o365exchange.visualstudio.com/DefaultCollection/_workitems/edit/5958803,Scott Beier,657909128
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-04 20:56:48Z ,Resource: _yifen_M365 Security Review_Security_alexdong_ ||security review_Unknown_Please complete your security checkup review. ( open resource in health page ),_yifen_M365,,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Security Review,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Security Review,638792334
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-05 20:52:48Z ,Resource: _michh_M365 Kusto GDPR Compliance_Global and Trusted_michh_o365moncu3.centralus;o365monitoring;oabrequestexceptionevent_Unknown_Fix tagging issues ( open resource in health page ),_michh_M365,,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Kusto GDPR Compliance,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Kusto GDPR Compliance,639231652
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-05 03:41:31Z ,Resource: _deanders_[SFI-ES4.1.1] ES Standards- Pipeline Templates_Unified Platform_coone_1esptchangemanagement-changeid=3- - -o365exchange- -23737_Unknown_Change Management- No EV2 in custom release job ( open resource in health page ),_deanders_[SFI-ES4.1.1],,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ES4.1.1] ES Standards: Pipeline Templates,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ES4.1.1] ES Standards: Pipeline Templates,638914405
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-05 03:41:31Z ,Resource: _jichen3_M365 Access Management Policy_Security_alexdong_mase-holmes- -contributor|storage blob data contributor|-subscriptions- -resourcegroups-holmes-storage-prod-rg-providers-microsoft.storage-storageaccounts-holmesadlsgen2prod-blobservices-default-containers-machinelogs|standing group access to production resource_Unknown_Action- Remove role(s) Storage Blob Data Contributor granted to Group mase-holmes- -Contributor on Production Resource -subscriptions- -resourceGroups-Holmes-Storage-Prod-RG-providers-Microsoft.Storage-storageAccounts-holmesadlsgen2prod-blobServices-default-containers-machinelogs ( open resource in health page ),_jichen3_M365,,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Access Management Policy,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Access Management Policy,638914432
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-05 03:41:31Z ,Resource: _jichen3_M365 Access Management Policy_Security_alexdong_mase-holmes-reader|storage blob data contributor|-subscriptions- -resourcegroups-holmes-storage-prod-rg-providers-microsoft.storage-storageaccounts-holmesadlsgen2prod|standing group access to production resource_Unknown_Action- Remove role(s) Storage Blob Data Contributor granted to Group MASE-Holmes-Reader on Production Resource -subscriptions- -resourceGroups-Holmes-Storage-Prod-RG-providers-Microsoft.Storage-storageAccounts-holmesadlsgen2prod ( open resource in health page ),_jichen3_M365,,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Access Management Policy,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Access Management Policy,638914435
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-05 03:41:31Z ,Resource: _jichen3_M365 Access Management Policy_Security_alexdong_mase-holmes-reader|storage blob data contributor|-subscriptions- -resourcegroups-holmes-storage-prod-rg-providers-microsoft.storage-storageaccounts-holmesadlsgen2prod-blobservices-default-containers-machinelogs|standing group access to production resource_Unknown_Action- Remove role(s) Storage Blob Data Contributor granted to Group MASE-Holmes-Reader on Production Resource -subscriptions- -resourceGroups-Holmes-Storage-Prod-RG-providers-Microsoft.Storage-storageAccounts-holmesadlsgen2prod-blobServices-default-containers-machinelogs ( open resource in health page ),_jichen3_M365,,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Access Management Policy,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Access Management Policy,638914436
,,,,,,,,,,,,Troubleshooting:,https://mail-na.o365.jpmchase.com/mail/inbox) | https://o365exchange.visualstudio.com/DefaultCollection/_workitems/edit/5951294 | https://portal.microsofticm.com/imp/v5/incidents/details/657157600/summary | https://iridias.microsoft.com/incidentcentral?id=EX1116357 | https://aka.ms/OwaEsc:,,657195198
,,,,,,,,,,,,Troubleshooting:,https://portal.microsofticm.com/imp/v5/incidents/details/657195198/summary | https://portal.microsofticm.com/imp/v5/incidents/details/657195198/summary | https://portal.microsofticm.com/imp/v5/incidents/details/657157600/summary | https://iridias.microsoft.com/incidentcentral?id=EX1116357 | https://aka.ms/OwaEsc:,,657196032
,,,,,,,,,,,,Troubleshooting: Troubleshooting:,https://dev.azure.com/O365Exchange/ | https://dev.azure.com/O365Exchange/,,657149147
,,,,,,,,,,,,Troubleshooting: Troubleshooting:,https://portal.microsofticm.com/imp/v5/incidents/details/647170862/summary | https://portal.microsofticm.com/imp/v5/incidents/details/647170862/summary | https://dev.azure.com/O365Exchange/ | https://dev.azure.com/O365Exchange/ | https://portal.microsofticm.com/imp/v5/incidents/details/647170862/summary,,653935588
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-07-15 15:54:27Z ,Resource: _tozha_[SFI-AR1.1] Accelerate Response and Remediation_Security_jihyan_99134_Unknown_[Masked Badger Variant Hunting-Veiled Raccoon SSIRP] Azure - Authz bypass in TEST Engineering Direct Diagnosis ( open resource in health page ),_tozha_[SFI-AR1.1],,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-AR1.1] Accelerate Response and Remediation,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-AR1.1] Accelerate Response and Remediation,656667882
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-07-15 15:54:27Z ,Resource: _jichen3_[SFI-ID2.1.1][SFI-ID2.1.2] MISE Compliance_Security_jihyan_ _Unknown_MISE Compliance - 1.31.0+ [Wave 5] ( open resource in health page ),_jichen3_[SFI-ID2.1.1][SFI-ID2.1.2],,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ID2.1.1][SFI-ID2.1.2] MISE Compliance,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ID2.1.1][SFI-ID2.1.2] MISE Compliance,656667891
Monitor: LLMAPIFailedEventsMonitor_PROD ( view monitor ),2025-06-16 09:55:59Z ,Resource: True_403_PROD ( open resource in health page ),True_403_PROD,,Hybrid,[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 403 API Events has been detected in Role : PROD,Resource is unhealthy. Expression: expression_Prod = 12799. Alert Condition: alertCondition_Prod = Violated. Lookback duration: 03:00:00.,EXCHANGE\SignalsOnboarding07,,Exchange,SignalsOnboarding07,How to read this page: How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/LLMFailedAPIEvents?width=800&height=8000&overrides=[{""query"":""//*[id='HttpResponseStatus']"",""key"":""value"",""replacement"":""403""},{""query"":""//*[id='Role']"",""key"":""value"",""replacement"":""PROD""},{""query"":""//*[id='ExceptionType']"",""key"":""value"",""replacement"":""{ExceptionType}""}]&globalStartTime=1749808439000&globalEndTime=1750067639000&pinGlobalTimeRange=true&genevatraceguid= | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/llmapi/llmapifailuremonitor | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/LLMFailedAPIEvents?width=800&height=8000&overrides=[{""query"":""//*[id='HttpResponseStatus']"",""key"":""value"",""replacement"":""403""},{""query"":""//*[id='Role']"",""key"":""value"",""replacement"":""PROD""},{""query"":""//*[id='ExceptionType']"",""key"":""value"",""replacement"":""{ExceptionType}""}]&globalStartTime=1749808439000&globalEndTime=1750067639000&pinGlobalTimeRange=true&genevatraceguid= | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/llmapi/llmapifailuremonitor",[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 403 API Events has been detected in Role : PROD,643599320
,,,,,,,,,,,,Troubleshooting: Troubleshooting:,https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/,,642102531
,,,,,,,,,,,,Troubleshooting: Troubleshooting:,https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/Outlook%20Services/_workitems/edit/5514940 | https://o365exchange.visualstudio.com/Outlook%20Services/_workitems/edit/5499843 | https://o365exchange.visualstudio.com/Outlook%20Services/_workitems/edit/5508000,,643598578
Monitor: LLMAPIFailedEventsMonitor_PROD ( view monitor ),2025-06-10 15:41:55Z ,Resource: True_500_PROD ( open resource in health page ),True_500_PROD,,Hybrid,[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 500 API Events has been detected in Role : PROD,Resource is unhealthy. Expression: expression_Prod = 12235. Alert Condition: alertCondition_Prod = Violated. Lookback duration: 03:00:00.,EXCHANGE\SignalsOnboarding07,,Exchange,SignalsOnboarding07,How to read this page: How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/LLMFailedAPIEvents?width=800&height=8000&overrides=[{""query"":""//*[id='HttpResponseStatus']"",""key"":""value"",""replacement"":""500""},{""query"":""//*[id='Role']"",""key"":""value"",""replacement"":""PROD""},{""query"":""//*[id='ExceptionType']"",""key"":""value"",""replacement"":""{ExceptionType}""}]&globalStartTime=1749310794000&globalEndTime=1749569994000&pinGlobalTimeRange=true&genevatraceguid= | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/llmapi/llmapifailuremonitor | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/LLMFailedAPIEvents?width=800&height=8000&overrides=[{""query"":""//*[id='HttpResponseStatus']"",""key"":""value"",""replacement"":""500""},{""query"":""//*[id='Role']"",""key"":""value"",""replacement"":""PROD""},{""query"":""//*[id='ExceptionType']"",""key"":""value"",""replacement"":""{ExceptionType}""}]&globalStartTime=1749310794000&globalEndTime=1749569994000&pinGlobalTimeRange=true&genevatraceguid= | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/llmapi/llmapifailuremonitor",[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 500 API Events has been detected in Role : PROD,641069934
Monitor: LLMAPIFailedEventsMonitor_PROD ( view monitor ),2025-06-10 16:39:55Z ,Resource: True_408_PROD ( open resource in health page ),True_408_PROD,,Hybrid,[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 408 API Events has been detected in Role : PROD,Resource is unhealthy. Expression: expression_Prod = 1904. Alert Condition: alertCondition_Prod = Violated. Lookback duration: 03:00:00.,EXCHANGE\SignalsOnboarding07,,Exchange,SignalsOnboarding07,How to read this page: How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/LLMFailedAPIEvents?width=800&height=8000&overrides=[{""query"":""//*[id='HttpResponseStatus']"",""key"":""value"",""replacement"":""408""},{""query"":""//*[id='Role']"",""key"":""value"",""replacement"":""PROD""},{""query"":""//*[id='ExceptionType']"",""key"":""value"",""replacement"":""{ExceptionType}""}]&globalStartTime=1749314274000&globalEndTime=1749573474000&pinGlobalTimeRange=true&genevatraceguid= | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/llmapi/llmapifailuremonitor | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/LLMFailedAPIEvents?width=800&height=8000&overrides=[{""query"":""//*[id='HttpResponseStatus']"",""key"":""value"",""replacement"":""408""},{""query"":""//*[id='Role']"",""key"":""value"",""replacement"":""PROD""},{""query"":""//*[id='ExceptionType']"",""key"":""value"",""replacement"":""{ExceptionType}""}]&globalStartTime=1749314274000&globalEndTime=1749573474000&pinGlobalTimeRange=true&genevatraceguid= | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/llmapi/llmapifailuremonitor",[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 408 API Events has been detected in Role : PROD,641089066
Monitor: LLMAPIFailedEventsMonitor_PROD ( view monitor ),2025-06-10 17:07:16Z ,Resource: True_400_PROD ( open resource in health page ),True_400_PROD,,Hybrid,[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 400 API Events has been detected in Role : PROD,Resource is unhealthy. Expression: expression_Prod = 2280. Alert Condition: alertCondition_Prod = Violated. Lookback duration: 03:00:00.,EXCHANGE\SignalsOnboarding07,,Exchange,SignalsOnboarding07,How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/LLMFailedAPIEvents?width=800&height=8000&overrides=[{""query"":""//*[id='HttpResponseStatus']"",""key"":""value"",""replacement"":""400""},{""query"":""//*[id='Role']"",""key"":""value"",""replacement"":""PROD""},{""query"":""//*[id='ExceptionType']"",""key"":""value"",""replacement"":""{ExceptionType}""}]&globalStartTime=1749315915000&globalEndTime=1749575115000&pinGlobalTimeRange=true&genevatraceguid= | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/llmapi/llmapifailuremonitor",[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 400 API Events has been detected in Role : PROD,641097922
,,,,,,,,,,,,Troubleshooting: Troubleshooting:,https://admin.exchange.microsoft.com/#/outlookforwindowsusage | https://o365exchange.visualstudio.com/ | https://admin.exchange.microsoft.com/#/outlookforwindowsusage | https://o365exchange.visualstudio.com/,,641077987
Monitor: SydneyClientExceptionMonitor_SDF ( view monitor ),2025-06-09 23:42:17Z ,Resource: sdf_StorageFailureException ( open resource in health page ),sdf_StorageFailureException,,Hybrid,[SydneyClientExceptionMonitor] A Spike in Client API Exception Events has been detected in DeployRing : sdf,Resource is unhealthy. Expression: expression_SDF = 159. Alert Condition: alertCondition_SDF = Violated. Lookback duration: 03:00:00.,EXCHANGE\SignalsOnboarding07,,Exchange,SignalsOnboarding07,How to read this page: How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/SydneyClientExceptionEvents?width=800&height=8000&overrides=[{""query"":""//*[id='DeployRing']"",""key"":""value"",""replacement"":""sdf""},{""query"":""//*[id='ExceptionType']"",""key"":""value"",""replacement"":""StorageFailureException""}]&globalStartTime=1749339615000&globalEndTime=1749512415000&pinGlobalTimeRange=true&genevatraceguid= | https://eng.ms/docs/experiences-devices/m365-core-enterprise-cloud/service-excellence/o365-ecc-live-site/ecc-live-site-documentation/livesite/tsgs/compliantsydney/sydneyclientexceptionmonitor | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/SydneyClientExceptionEvents?width=800&height=8000&overrides=[{""query"":""//*[id='DeployRing']"",""key"":""value"",""replacement"":""sdf""},{""query"":""//*[id='ExceptionType']"",""key"":""value"",""replacement"":""StorageFailureException""}]&globalStartTime=1749339615000&globalEndTime=1749512415000&pinGlobalTimeRange=true&genevatraceguid= | https://eng.ms/docs/experiences-devices/m365-core-enterprise-cloud/service-excellence/o365-ecc-live-site/ecc-live-site-documentation/livesite/tsgs/compliantsydney/sydneyclientexceptionmonitor",[SydneyClientExceptionMonitor] A Spike in Client API Exception Events has been detected in DeployRing : sdf,640766775
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-10 15:19:33Z ,Resource: _cthevaos_M365 Security Review_Security_cthevaos_ |7-10-2024 12-07-50 pm|security review_Unknown_Please complete your security checkup review. ( open resource in health page ),_cthevaos_M365,,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Security Review,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Security Review,641062225
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-01 03:57:30Z ,Resource: _deanders_[SFI-ES4.1.1] ES Standards- Pipeline Templates_Unified Platform_coone_1esptchangemanagement-changeid=1- - -o365exchange- -23737_Unknown_Change Management- Prod Pipelines must use official template ( open resource in health page ),_deanders_[SFI-ES4.1.1],,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ES4.1.1] ES Standards: Pipeline Templates,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ES4.1.1] ES Standards: Pipeline Templates,637274487
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-01 03:57:30Z ,Resource: _deanders_[SFI-ES4.1.1] ES Standards- Pipeline Templates_Unified Platform_coone_1esptchangemanagement-changeid=3- - -o365exchange- -29792_Unknown_Change Management- No EV2 in custom release job ( open resource in health page ),_deanders_[SFI-ES4.1.1],,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ES4.1.1] ES Standards: Pipeline Templates,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ES4.1.1] ES Standards: Pipeline Templates,637274501
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-04 08:58:48Z ,Resource: _sabaghaffar_M365 Security Review_Security_iyerbalaji_ |6-24-2024 8-47-02 pm|security review_Unknown_Please complete your security checkup review. ( open resource in health page ),_sabaghaffar_M365,,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Security Review,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : M365 Security Review,638577394
,,,,,,,,,,,,,,,648176229
,,,,,,,,,,,,,,,648231366
,,,,,,,,,,,,,,,648223792
,,,,,,,,,,,,,,,648163980
,,,,,,,,,,,,Troubleshooting:,https://dev.azure.com/O365Exchange/,,647763011
,,,,,,,,,,,,,,,648228356
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-29 04:18:54Z ,Resource: _kakhidr_[SFI-ID4.3.1] Cognitive Services - Safe Secrets Standard_Security_beckyha_ ~-subscriptions- -resourcegroups-scribe-prodv2-providers-microsoft.cognitiveservices-accounts-cxre-ai-service_Wave1_Disable local auth for microsoft.cognitiveservices-accounts ( open resource in health page ),_kakhidr_[SFI-ID4.3.1],,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ID4.3.1] Cognitive Services - Safe Secrets Standard,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ID4.3.1] Cognitive Services - Safe Secrets Standard,649340540
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-29 04:18:54Z ,Resource: _kakhidr_[SFI-ID4.3.1] Cognitive Services - Safe Secrets Standard_Security_beckyha_ ~-subscriptions- -resourcegroups-scribe-prodv2-providers-microsoft.cognitiveservices-accounts-cxre-ai-gpt_Wave1_Disable local auth for microsoft.cognitiveservices-accounts ( open resource in health page ),_kakhidr_[SFI-ID4.3.1],,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ID4.3.1] Cognitive Services - Safe Secrets Standard,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ID4.3.1] Cognitive Services - Safe Secrets Standard,649340543
Monitor: S360KPISLAMonitorV2 ( view monitor ),2025-06-29 06:59:47Z ,Resource: _kakhidr_[SFI-ID4.3.1] Cognitive Services - Safe Secrets Standard_Security_beckyha_ ~-subscriptions- -resourcegroups-scribe-prodv2-providers-microsoft.cognitiveservices-accounts-cxreopenaillm_Wave1_Disable local auth for microsoft.cognitiveservices-accounts ( open resource in health page ),_kakhidr_[SFI-ID4.3.1],,Hybrid,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ID4.3.1] Cognitive Services - Safe Secrets Standard,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitorV2] has detected a S360 item near SLA expiration for : [SFI-ID4.3.1] Cognitive Services - Safe Secrets Standard,649381986
,,,Jeff Krack,,,,,,,,,,https://portal.microsofticm.com/imp/v5/incidents/details/645799848/summary | https://portal.microsofticm.com/imp/v5/incidents/details/645799848/summary | https://portal.microsofticm.com/imp/v5/incidents/details/645799848/summary | https://portal.microsofticm.com/imp/v5/incidents/details/645799848/summary,,645721778
,,,Tre Yager,,,,,,,,,Troubleshooting: Troubleshooting:,https://portal.microsofticm.com/imp/v5/incidents/details/644789185/summary | https://o365exchange.visualstudio.com/ | https://portal.microsofticm.com/imp/v5/incidents/details/644789185/summary | https://o365exchange.visualstudio.com/,,645275708
,,,,,,,,,,,,Troubleshooting: Troubleshooting:,https://learn.microsoft.com/en-us/microsoft-sales-copilot/install-viva-sales. | https://mail-us.o365.ey.com | https://mail-uk.o365.ey.com | https://mail-eu.o365.ey.com | https://outlook.office365.com,,645476262
,,,Yashar Abbasov,,Loga Jegede (People Search - Customer Escalations IM) and team,,,,,,,Troubleshooting:,https://o365exchange.visualstudio.com/O365%20Core/_workitems/edit/5871066 | https://o365exchange.visualstudio.com/O365%20Core/_workitems/edit/5871066 | https://teams.microsoft.com/meet/2806920675099?p=x5OeTLcGTYS4VdqxW4,,645113518
,,,,,,,,,,,,Troubleshooting:,https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/Outlook%20Services/_workitems/edit/5514940,,644108142
,,,,,,,Scott Palliser,,,,,,https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/O365%20Core/_workitems/edit/4958091 | https://o365exchange.visualstudio.com/O365%20Core/_workitems/edit/5624920 | https://o365exchange.visualstudio.com/O365%20Core/_workitems/edit/5624920.Enterprise,Scott Palliser,645425671
,,,,,,,,,,,,Troubleshooting:,https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/,,644600882
